連結,⬅,累了點一下,,,,,,
,,,,,,,,
,項次,日期,內容,開始時間,結束時間,網址,分類,
,,2025/08/01,What the @¥€£¥&$花惹發,0:23:47,0:23:50,https://www.youtube.com/live/j6oQPhk00dM?si=a_YZ8q1KW702LPXY,日常,
,,2025/08/01,你最好不要再給我提什麼演什麼唱什麼會之類的喔～ 什麼阿什麼豆之類的喔～你自己小心講話喔（威脅）,0:46:17,0:46:22,https://www.youtube.com/live/j6oQPhk00dM?si=H83AC6vn5TOZRtjz,日常,
,,2025/08/01,有洗澡啦 又不是簡冰霧,1:58:45,1:58:48,https://www.youtube.com/live/j6oQPhk00dM?si=Ytrk2Dr3_TCe1CNw,臭人,冰霧
,,2025/08/01,我噴尿大隊隊長啦,3:21:09,3:21:11,https://www.youtube.com/live/j6oQPhk00dM?si=nlPCgBZWicp7h7vj,日常,蛤
,,2025/08/02,我的特技就是看起來特別好吃，開玩笑的啦 buuu,0:55:54,0:55:59,https://www.youtube.com/live/8v-YjXijBAs?si=S8QtSwmp0MXAZRoM,模仿,八戒
,,2025/08/02,等一下放生他們好了，我去睡覺,0:56:19,0:56:22,https://www.youtube.com/live/8v-YjXijBAs?si=5AQ-QopEHwpASusw,日常,
,,2025/08/02,哇！第一次覺得季錐像個男人,1:01:59,1:02:02,https://www.youtube.com/live/8v-YjXijBAs?si=FNaSWPuAGXyK3GkT,臭人,季椎
,,2025/08/02,下來陪我～下面好冷啊～～～,1:12:28,1:12:34,https://www.youtube.com/live/8v-YjXijBAs?si=OZQ0R2nf6NYwM_Ue,日常,
,,2025/08/02,把他吃了,1:16:26,1:16:27,https://www.youtube.com/live/8v-YjXijBAs?si=uydQkqSM1UNeTPGv,日常,
,,2025/08/02,隊友是弱智XD,1:24:47,1:24:50,https://www.youtube.com/live/8v-YjXijBAs?si=RPuN5A-MLLm3bR5D,臭人,
,,2025/08/02,大家都想吃真理果的藍蕉,1:50:27,1:50:30,https://www.youtube.com/live/8v-YjXijBAs?si=nzZ05JiTNcvwfBAy,暴言,
,,2025/08/02,你不要在野外一直弄暈別人好不好？很變態欸,2:47:03,2:47:06,https://www.youtube.com/live/8v-YjXijBAs?si=pXE4Nl0aD9cNU2_a,日常,罵
,,2025/08/02,歐買勾抖～,3:23:23,3:23:26,https://www.youtube.com/live/8v-YjXijBAs?si=RfdOoOSCbc11IRYQ,日常,
,,2025/11/28,我刀子上抹....我已經不知道是毒藥比較可怕還是說抹阿基水餃比較可怕,2:39:57.0,2:40:04.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,臭人,基餃
,,2025/11/28,哈噠咻~~,2:43:53.0,2:43:55.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,模仿,
,,2025/11/28,為什麼中指是最重要的啦~到底有多喜歡中指啦~,2:46:12.0,2:46:18.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,EEOO
,,2025/11/28,180~大長腿~ 180~大長腿~,2:52:59.0,2:53:03.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,自欺欺人
,,2025/11/28,窩咘租到~~有海外嗎? 春魚創意~你們有寄海外嗎???,3:04:05.0,3:04:15.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2025/11/28,春姨創玉~~~,3:04:16.0,3:04:19.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2025/11/28,聊天室~我為什麼要叫玉米啊???,3:05:44.0,3:05:48.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2025/11/28,不是喔~.....不是什麼???,3:16:51.0,3:16:56.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2025/11/28,我現在就算是放屁你們也都會說「妳知道妳放屁很可愛嗎」,3:17:09.0,3:17:13.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,SNP,
,,2025/11/28,(憨笑),3:17:28.0,3:17:31.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,笑聲,
,,2025/11/28,放屁是說能放就放的嗎? 啊如果太用力，會不會放出來的不是屁啊???,3:17:40.0,3:17:49.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,SNP,
,,2025/11/28,每一個屁都沒有辦法信任啊,3:18:14.0,3:18:18.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,SNP,
,,2025/11/28,啊~巴巴巴~巴巴巴巴巴~,3:20:38.0,3:20:42.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,叫聲,
,,2025/11/28,うるさい(Urusai) 吶~,3:21:40.0,3:21:42.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,福利,罵倒
,,2025/11/28,你越是這樣講我悅氏礦泉水,3:22:49.0,3:22:53.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,福利,醉歌
,,2025/11/28,O4O,3:25:48.0,3:25:49.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,
,,2025/11/28,我覺得我好可悲喔~好了啦~超可悲,3:26:09,3:26:14.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,福利,醉歌
,,2025/11/28,李春魚~給我錢~,3:27:09.0,3:27:12.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,李春姨
,,2025/11/28,(可愛噪音),3:28:06.0,3:28:08.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,怪聲音,
,,2025/11/28,我的炸湯圓硬掉了~,3:32:14.0,3:32:17.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2025/11/28,三周年~快樂~ 三周年~快樂~ 整個三周年~東西都很棒~ 有很讚的COVER~還有很ㄎㄧㄤ的套組~ 還有很棒的~新衣裝...嗝~,3:35:49.0,3:36:21.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,福利,醉歌
,,2025/11/28,(可愛惱羞),3:39:22.0,3:39:24.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,叫聲,醉歌
,,2025/11/28,這是我們公司設計的套組，你就買一份嘛~買啦~~~,3:39:54.0,3:40:02.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,福利,醉歌
,,2025/11/28,你這個是趁火打劫!你趁火!趁火打劫!,3:45:25.0,3:45:31.0,https://www.youtube.com/live/bZ3rGM4hPNg?si=l5op3BqUCJVyDJ0x,日常,醉歌
,,2026/02/22,這誰啦!(破音) 啊!!! 上古精華! 這誰啦?!WHO?!,0:55:02.0,0:55:08.0,https://www.twitch.tv/videos/2704612753,,
,,2026/02/22,我把你們關掉喔～我要把你們關掉喔～嗯～～～我要把你們…Bruh！誰啦,0:55:25.0,0:55:29.0,https://www.twitch.tv/videos/2704612753,,
,,2026/02/26,啊～我忘記把測試的拔掉了！齁呦～RRRRR,0:04:54.0,0:04:59.0,https://www.youtube.com/live/w_A50bqgCY0?si=TPkfOMUVyZrkQb1A,叫聲,PON
,,2026/02/26,歌~~~(可適當縮短),0:33:01.0,0:33:16.0,https://www.youtube.com/live/w_A50bqgCY0?si=TPkfOMUVyZrkQb1A,日常,變聲器
,,2026/03/02,他這個下墜，老了難免 給他一點機會嘛,1:03:22.0,1:03:25.0,https://youtu.be/eQYxD9k7xRo?si=JEd5XoBc9V3Hfr4n,暴言,
,,2026/03/02,Because you think yellow you listen yellow,1:03:59.0,1:04:02.0,https://youtu.be/eQYxD9k7xRo?si=JEd5XoBc9V3Hfr4n,日常,
,,2026/03/02,"oh you think two people, you think two men, you think two husbands, you so dirty",1:07:01.0,1:07:07.0,https://youtu.be/eQYxD9k7xRo?si=JEd5XoBc9V3Hfr4n,日常,
,,2026/03/08,我真是太天真了呢~,2:23:33.0,2:23:35.0,https://www.youtube.com/live/mNJF2IMhHWw?si=Fd2dUWGJqgfmozww,日常,
,,2026/03/08,哎呦～等一下啦～,4:01:22.0,4:01:27.0,https://www.youtube.com/live/mNJF2IMhHWw?si=Fd2dUWGJqgfmozww,日常,EEOO
,,2026/03/09,(鬼叫鬼叫),0:35:03.0,0:35:14.0,https://www.youtube.com/live/R7fdidCFOjc?si=UgW7qPslfj0NWs7B,怪聲音,發瘋了
,,2026/03/09,喔呦～我就覺得沒有聊完的感覺很討厭餒～,2:30:16.0,2:30:21.0,https://www.youtube.com/live/R7fdidCFOjc?si=UgW7qPslfj0NWs7B,日常,
,,2026/03/09,聊到一半好痛苦喔～沒有講完好痛苦喔～為什麼變這個樣子啦～,2:30:33.0,2:30:39.0,https://www.youtube.com/live/R7fdidCFOjc?si=UgW7qPslfj0NWs7B,日常,
